id,name,slug,amount,state,address,city,zip,naics_code,business_type,race,gender,veteran,non_profit,jobs_retained,date_approved,lender,congressional_district,loan_range_sort_key,previous_loan_range,previous_name,loan_number,sba_office_code,processing_method,loan_status,term,sba_guaranty_percentage,initial_approval_amount,current_approval_amount,undisbursed_amount,franchise_name,servicing_lender_location_id,servicing_lender_name,servicing_lender_address,servicing_lender_city,servicing_lender_state,servicing_lender_zip,rural_urban_indicator,hubzone_indicator,business_age_description,project_city,project_county_name,project_state,project_zip,utilities_proceed,payroll_proceed,mortgage_interest_proceed,rent_proceed,refinance_eidl_proceed,health_care_proceed,debt_interest_proceed,originating_lender_city,originating_lender_state,loan_status_date,originating_lender_location_id,old_slug,lmi_indicator,unmatched_original,unmatched_updated,previous_jobs_reported,ethnicity,forgiveness_amount,forgiveness_date
99478340,FELICIA EVERETT-BLAKE INSURANCE AGENCY INC.,felicia-everett-blake-insurance-agency-inc-2839498307,41042,MD,8902 Rhode Island Ave,College Park,20740-4122,524210,Corporation,Unanswered,Unanswered,Unanswered,NA,6,2021-01-21,Tidemark FCU,MD-05,NA,NA,NA,2839498307,353,PPS,Exemption 4,60,100,41042,41042,0,NA,93820,Tidemark FCU,1941 Bridgeville Hwy,SEAFORD,DE,19973-1614,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4122,NA,41042,NA,NA,NA,NA,NA,SEAFORD,DE,NA,93820,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99508064,JALAL BIRU,jalal-biru-5461038702,20833,MD,3400 Mari Brough CT,College Park,20740,485310,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-02,Cross River Bank,MD-05,NA,NA,NA,5461038702,353,PPP,Exemption 4,60,100,20833,20833,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740,1,20831,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99537302,MATIN BAHRAMY,matin-bahramy-5446458102,18889,MD,9314 Cherry Hill Road Apt 1104,College Park,20740-1209,485999,Self-Employed Individuals,Asian,Male Owned,Non-Veteran,NA,1,2020-07-19,"Kabbage, Inc.",MD-05,NA,NA,NA,5446458102,353,PPP,Exemption 4,60,100,18889,18889,0,NA,529113,"Kabbage, Inc.",925B Peachtree Street NE Suite 1688,Atlanta,GA,30309,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1209,NA,18889,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,Y,NA,NA,NA,Not Hispanic or Latino,18973.87,2021-01-07
99606089,HILARY MAYHEW,hilary-mayhew-1412788710,3646,MD,9726 52nd Ave N/A,College Park,20740-1504,541930,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2021-03-27,Customers Bank,MD-05,NA,NA,NA,1412788710,353,PPS,Exemption 4,60,100,3646,3646,0,NA,121536,Customers Bank,99 Bridge St,PHOENIXVILLE,PA,19460-3411,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1504,NA,3646,NA,NA,NA,NA,NA,PHOENIXVILLE,PA,NA,121536,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99615633,HODELINE VAL,hodeline-val-1556468707,1848,MD,6200 Westchester Park Dr,College Park,20740-2853,488999,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-03-27,"Harvest Small Business Finance, LLC",MD-05,NA,NA,NA,1556468707,353,PPP,Exemption 4,60,100,1848,1848,0,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2853,NA,1848,NA,NA,NA,NA,NA,Laguna Hills,CA,NA,509316,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99481431,T&G COMMERCIAL CLEANING LLC,t-g-commercial-cleaning-llc-2498588507,37300,MD,9528 49th Ave,College Park,20740-1616,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,14,2021-02-20,Sandy Spring Bank,MD-05,NA,NA,NA,2498588507,353,PPS,Exemption 4,60,100,37300,37300,0,NA,30872,Sandy Spring Bank,17801 Georgia Ave,OLNEY,MD,20832-2233,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1616,NA,37298,NA,NA,NA,NA,NA,OLNEY,MD,NA,30872,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
93768114,COLLEGE PARK GRILL LLC,college-park-grill-llc-7211538401,281374.45,MD,8321 Baltimore Ave,College Park,20740-2542,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,NA,42,2021-02-11,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,7211538401,353,PPS,Exemption 4,60,100,281374.45,281374.45,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2542,1,281372.45,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99498304,CUB HILL AUTO SERVICE,cub-hill-auto-service-3019098402,22277,MD,9680 Baltimore Ave,College Park,20740-1324,811118,Corporation,Unanswered,Unanswered,Unanswered,NA,2,2021-02-04,"Bank of America, National Association",MD-05,NA,NA,NA,3019098402,353,PPS,Exemption 4,60,100,22277,22277,0,NA,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1324,1,22276,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,9551,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99606082,MDJAKIR HOSSAIN,mdjakir-hossain-9117117400,3648,MD,5219 Edgewood Rd,College Park,20740-4621,492210,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2020-05-19,"Kabbage, Inc.",MD-05,NA,NA,NA,9117117400,353,PPP,Exemption 4,24,100,3648,3648,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,New Business or 2 years or less,College Park,PRINCE GEORGES,MD,20740-4621,NA,3648,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,N,NA,NA,NA,Unknown/NotStated,3668.09,2020-12-09
99558258,CRAIG ALVIN ADAMS,craig-a-adams-dba-state-farm-3011217400,13244,MD,7338 Baltimore Ave Suite 208,College Park,20740,524126,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,3,2020-05-06,"Kabbage, Inc.",MD-05,NA,NA,NA,3011217400,353,PPP,Exemption 4,24,100,13244,13244,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,New Business or 2 years or less,College Park,PRINCE GEORGES,MD,20740-1047,NA,13244,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99586161,PATRICK SHERIDAN,patrick-sheridan-5980488808,7301,MD,5210 Iroquois St,College Park,20740-1735,484110,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-19,Cross River Bank,MD-05,NA,NA,NA,5980488808,353,PPS,Exemption 4,60,100,7301,7301,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1735,NA,7301,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99489065,AMERICAN LEGION COLLEGE PK POST 217,american-legion-college-pk-post-217-8689128400,29445,MD,9218 Baltimore Ave,College Park,20740-1316,813410,Non-Profit Organization,White,Male Owned,Veteran,TRUE,7,2021-02-13,"Bank of America, National Association",MD-05,NA,NA,NA,8689128400,353,PPS,Exemption 4,60,100,29445,29445,0,NA,9551,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202-4024,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1316,1,29444,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,9551,NA,Y,NA,NA,NA,Hispanic or Latino,NA,NA
99507615,DEWAINE WILLIAMS,dewaine-williams-5129198800,20833,MD,6200 Westchester Park Dr,College Park,20740-2853,541430,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-17,Benworth Capital,MD-05,NA,NA,NA,5129198800,353,PPP,Exemption 4,60,100,20833,20833,0,NA,529192,Benworth Capital,7000 SW 97th Avenue Suite 201,Miami,FL,33173,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2853,NA,20833,NA,NA,NA,NA,NA,Miami,FL,NA,529192,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99601692,KWAMELIA DULIC,kwamelia-dulic-4935289004,4437,MD,5114 Edgewood Rd,College Park,20740-4606,561720,Sole Proprietorship,Black or African American,Female Owned,Non-Veteran,NA,1,2021-05-21,"Capital Plus Financial, LLC",MD-05,NA,NA,NA,4935289004,353,PPP,Active Un-Disbursed,60,100,4437,4437,4437,NA,529472,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4606,NA,4437,NA,NA,NA,NA,NA,Bedford,TX,2021-05-21,529472,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99528969,HAIR + SPACE BLOWDRY AND BEAUTY COMPANY,hair-space-blowdry-and-beauty-company-2996228507,20332,MD,7338 Baltimore Ave Ste 101,College Park,20740-3211,812112,Corporation,Unanswered,Unanswered,Unanswered,NA,9,2021-02-22,Cross River Bank,MD-05,NA,NA,NA,2996228507,353,PPS,Exemption 4,60,100,20332,20332,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3211,1,20329,NA,NA,NA,NA,NA,TEANECK,NJ,NA,456756,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99461907,4EVER 2012 CORPORATION,4ever-2012-corporation-3840438607,69912,MD,7313 Baltimore Ave Ste G,College Park,20740-3274,722511,Corporation,Asian,Unanswered,Unanswered,NA,10,2021-03-17,Northeast Bank,MD-05,NA,NA,NA,3840438607,353,PPS,Exemption 4,60,100,69912,69912,0,NA,188567,Loan Source Incorporated,353 East 83rd Street Suite 3H,NEW YORK,NY,10028,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3274,1,69910,NA,NA,NA,NA,NA,LEWISTON,ME,NA,29599,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99591620,OLABANJI ADEYEMI,olabanji-adeyemi-4795308706,6250,MD,9222 Limestone Pl,College Park,20740-3944,448110,Sole Proprietorship,Black or African American,Male Owned,Non-Veteran,NA,1,2021-04-01,"Capital Plus Financial, LLC",MD-05,NA,NA,NA,4795308706,353,PPP,Exemption 4,60,100,6250,6250,0,NA,529472,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3944,1,6245,NA,NA,NA,NA,NA,Bedford,TX,NA,529472,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99525276,THE PLEASURE ZONE INC,the-pleasure-zone-inc-8840268509,20680,MD,9721 Baltimore Ave,College Park,20740-1325,446199,Corporation,Asian,Male Owned,Non-Veteran,NA,7,2021-03-10,Truist Bank d/b/a Branch Banking & Trust Co,MD-05,NA,NA,NA,8840268509,353,PPS,Exemption 4,60,100,20680,20680,0,NA,225134,Truist Bank d/b/a Branch Banking & Trust Co,214 N Tryon St,CHARLOTTE,NC,28202-1078,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1325,NA,20679,NA,NA,NA,NA,NA,CHARLOTTE,NC,NA,225134,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99581794,BARRIENTOSCONSTRUCTIONLLC,barrientosconstructionllc-1225728501,8173,MD,9104 Bridgewater St,College Park,20740-4008,236220,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,NA,17,2021-02-18,"Capital One, National Association",MD-05,NA,NA,NA,1225728501,353,PPP,Exemption 4,60,100,8173,8173,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4008,NA,8172,NA,NA,NA,NA,NA,MCLEAN,VA,NA,28811,NA,Y,NA,NA,NA,Hispanic or Latino,NA,NA
99506741,OPENBARRE LLC,openbarre-llc-4356658802,20833,MD,7338 Baltimore Ave Ste 200,College Park,20740-3211,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,1,2021-04-16,"Capital One, National Association",MD-05,NA,NA,NA,4356658802,353,PPS,Exemption 4,60,100,20833,20833,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3211,NA,20832,NA,NA,NA,NA,NA,MCLEAN,VA,NA,28811,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99462493,"DRWU, INC.",drwu-inc-2186268005,68400,MD,9104 Baltimore Avenue,College Park,20740-1314,811111,Subchapter S Corporation,Asian,Male Owned,Non-Veteran,NA,5,2020-06-23,Fountainhead SBF LLC,MD-05,NA,NA,NA,2186268005,353,PPP,Exemption 4,60,100,68400,68400,0,NA,524612,Fountainhead SBF LLC,3216 W. Lake Mary Blvd,LAKE MARY,FL,32746,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1314,NA,68400,NA,NA,NA,NA,NA,LAKE MARY,FL,NA,524612,NA,Y,NA,NA,NA,Not Hispanic or Latino,69034.6,2021-06-08
99475348,R & R GLOBAL INC,r-r-global-inc-6801598501,44692,MD,7201 Baltimore Ave Ste 7201-A 7201 Baltimore Ave Ste 7201-A,College Park,20740-3356,445120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,NA,12,2021-03-04,"PNC Bank, National Association",MD-05,NA,NA,NA,6801598501,353,PPS,Exemption 4,60,100,44692,44692,0,"7-Eleven, Inc - Individual Store Franchise Agreement",44449,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801-1621,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3356,1,44690,NA,NA,NA,NA,NA,WILMINGTON,DE,NA,44449,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99610364,LEON SIMS,leon-sims-1926408709,2873.96,MD,8147 Baltimore Ave Ste C,College Park,20740-2492,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-03-27,"Square Capital, LLC",MD-05,NA,NA,NA,1926408709,353,PPP,Exemption 4,60,100,2873.96,2873.96,0,NA,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2492,1,2871.96,NA,NA,NA,NA,NA,San Francisco,CA,NA,529050,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99615904,MARIAMA MAKEBA BAH,mariama-makeba-bah-5760228809,1778,MD,10105 Baltimore Ave Apt 3307,College Park,20740-4229,485320,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-18,WebBank,MD-05,NA,NA,NA,5760228809,353,PPP,Exemption 4,60,100,1778,1778,0,NA,122043,WebBank,"215 S State St, Ste 1000",SALT LAKE CITY,UT,84111-2336,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4229,NA,1778,NA,NA,NA,NA,NA,SALT LAKE CITY,UT,NA,122043,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99546454,DOMINICS WESTCHESTER HAIRSTYLIST INC,dominics-westchester-hairstylist-inc-6705498604,16340.63,MD,6100 Westchester Park Dr Ste C5,College Park,20740-2861,812112,Corporation,Unanswered,Unanswered,Unanswered,NA,16,2021-03-23,"Square Capital, LLC",MD-05,NA,NA,NA,6705498604,353,PPS,Exemption 4,60,100,16340.63,16340.63,0,NA,529050,"Square Capital, LLC","1455 Market Street, Suite 600",San Francisco,CA,94103,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2861,NA,16336.63,NA,NA,NA,NA,NA,San Francisco,CA,NA,529050,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
93768605,UNIQUE CLEANING SOLUTIONS INC,unique-cleaning-solutions-inc-5721758300,270000,MD,5125 Berwyn Rd,College Park,20740-4107,561720,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,NA,49,2021-01-25,"Capital Bank, National Association",MD-05,NA,NA,NA,5721758300,353,PPS,Exemption 4,60,100,270000,270000,0,NA,124055,"Capital Bank, National Association",2275 Research Blvd Ste 600,ROCKVILLE,MD,20850-6238,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4107,1,269994,NA,NA,NA,NA,NA,ROCKVILLE,MD,NA,124055,NA,Y,NA,NA,NA,Hispanic or Latino,NA,NA
99584919,ALAIN NGANDO,alain-ngando-6936409004,7509,MD,10105 51st Ave N/A,College Park,20740-1119,561710,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-23,"BSD Capital, LLC dba Lendistry",MD-05,NA,NA,NA,6936409004,353,PPP,Active Un-Disbursed,60,100,7509,7509,7509,NA,514546,"BSD Capital, LLC dba Lendistry",330 E. Lambert Rd Suite 275,Brea,CA,92821,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1119,1,7506,NA,NA,NA,NA,NA,Brea,CA,2021-05-23,514546,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99572354,LIANZUALLI ADOLPHE,lianzualli-adolphe-1280488700,10015,MD,9714 47th Pl,College Park,20740-1469,531210,Independent Contractors,Asian,Female Owned,Non-Veteran,NA,1,2021-03-27,"Capital Plus Financial, LLC",MD-05,NA,NA,NA,1280488700,353,PPP,Exemption 4,60,100,10015,10015,0,NA,529472,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1469,1,10012,NA,NA,NA,NA,NA,Bedford,TX,NA,529472,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99612673,MOYOSORE AJAYI,moyosore-ajayi-7863268703,2458,MD,9122 Baltimore Ave Apt 5005,College Park,20740-1382,812112,Self-Employed Individuals,Unanswered,Female Owned,Non-Veteran,NA,1,2021-04-06,"Harvest Small Business Finance, LLC",MD-05,NA,NA,NA,7863268703,353,PPP,Exemption 4,60,100,2458,2458,0,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1382,NA,2458,NA,NA,NA,NA,NA,Laguna Hills,CA,NA,509316,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99598476,CARLOS MENDEZ JIMENEZ,carlos-mendez-jimenez-4220329010,5006,MD,4712 Fox St,College Park,20740-1809,485310,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-05-20,"Capital Plus Financial, LLC",MD-05,NA,NA,NA,4220329010,353,PPP,Exemption 4,60,100,5006,5006,0,NA,529472,"Capital Plus Financial, LLC",2247 Central Drive,Bedford,TX,76021,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1809,NA,5006,NA,NA,NA,NA,NA,Bedford,TX,NA,529472,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99458212,RESENSYS LLC,resensys-llc-2759188907,80230,MD,387 Technology Advmnt Bldg,College Park,20742-3370,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,NA,7,2021-04-27,"Capital One, National Association",MD-05,NA,NA,NA,2759188907,353,PPS,Exemption 4,60,100,80230,80230,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20742-3370,NA,80230,NA,NA,NA,NA,NA,MCLEAN,VA,NA,28811,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99472377,COLLEGE PARK SPORTS,college-park-sports-6875088308,49100,MD,7415 Baltimore Ave,College Park,20740-3275,451110,Corporation,Unanswered,Male Owned,Unanswered,NA,4,2021-01-27,Manufacturers and Traders Trust Company,MD-05,NA,NA,NA,6875088308,353,PPS,Exemption 4,60,100,49100,49100,0,NA,46391,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3275,1,49098,NA,NA,NA,NA,NA,BUFFALO,NY,NA,46391,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99499016,BRUCE T. BLAKE INSURANCE AGENCY INC.,bruce-t-blake-insurance-agency-inc-3758578310,21745,MD,8902 Rhode Island Ave,College Park,20740-4122,524210,Corporation,Unanswered,Unanswered,Unanswered,NA,4,2021-01-22,Tidemark FCU,MD-05,NA,NA,NA,3758578310,353,PPS,Exemption 4,60,100,21745,21745,0,NA,93820,Tidemark FCU,1941 Bridgeville Hwy,SEAFORD,DE,19973-1614,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-4122,NA,21745,NA,NA,NA,NA,NA,SEAFORD,DE,NA,93820,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99514458,JEAN PENN,jean-penn-9832228709,20833,MD,8003,College Park,20740,238160,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-04-09,"Harvest Small Business Finance, LLC",MD-05,NA,NA,NA,9832228709,353,PPP,Exemption 4,60,100,20833,20833,0,NA,509316,"Harvest Small Business Finance, LLC",24422 Avenida de la Carlota Suite 232,Laguna Hills,CA,92653,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740,NA,20833,NA,NA,NA,NA,NA,Laguna Hills,CA,NA,509316,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99572103,KEITH GIBSON,keith-gibson-5408468703,10088,MD,9750 52nd Ave N/A,College Park,20740-1504,485310,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2021-04-02,"Blue Ridge Bank, National Association",MD-05,NA,NA,NA,5408468703,353,PPP,Exemption 4,60,100,10088,10088,0,NA,124336,"Blue Ridge Bank, National Association",1 E Market St Imperial Plaza,MARTINSVILLE,VA,24112,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1504,NA,10088,NA,NA,NA,NA,NA,MARTINSVILLE,VA,NA,124336,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99480266,EXECUTIVE FOOD INTERNATIONAL INC,executive-food-international-inc-4126747705,38642,MD,4926 Edgewood Road,College Park,20740,NA,Corporation,White,Female Owned,Non-Veteran,NA,8,2020-05-01,"TD Bank, National Association",MD-05,NA,NA,NA,4126747705,353,PPP,Paid in Full,24,100,38642,38642,0,NA,29805,"TD Bank, National Association",2035 Limestone Rd,WILMINGTON,DE,19808-5529,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1047,NA,38642,NA,NA,NA,NA,NA,WILMINGTON,DE,2021-06-30,29805,NA,N,NA,NA,NA,Not Hispanic or Latino,39006.95,2021-04-13
99572599,DAVID TUCKER,david-tucker-3897229001,10000,MD,5003 Erie St,College Park,20740-1925,492110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,NA,1,2021-05-20,Texas National Bank,MD-05,NA,NA,NA,3897229001,353,PPS,Active Un-Disbursed,60,100,10000,10000,10000,NA,71432,Texas National Bank,201 S Texas Ave,MERCEDES,TX,78570-3123,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1925,NA,9997,NA,NA,NA,NA,NA,MERCEDES,TX,2021-05-20,71432,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99469950,THOMAS WOLFE,thomas-wolfe-9830298410,52740,MD,4908 Berwyn Rd Null,College Park,20740-2111,454390,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,17,2021-02-17,"Fulton Bank, National Association",MD-05,NA,NA,NA,9830298410,353,PPS,Exemption 4,60,100,52740,52740,0,NA,60701,"Fulton Bank, National Association",One Penn Sq,LANCASTER,PA,17602-2853,U,Y,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-2111,NA,52739,NA,NA,NA,NA,NA,LANCASTER,PA,NA,60701,NA,Y,NA,NA,NA,Unknown/NotStated,NA,NA
99610546,"MAYHEW INTERPRETING, SP",mayhew-interpreting-sp-3100017902,2830,MD,9726 52nd Ave,College Park,20740-1504,541930,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,NA,1,2020-06-13,"Kabbage, Inc.",MD-05,NA,NA,NA,3100017902,353,PPP,Exemption 4,60,100,2830,2830,0,NA,456756,Cross River Bank,885 Teaneck Rd,TEANECK,NJ,07666-4546,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1504,NA,2830,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
93774714,BERBERIAN & COMPANY LLC,berberian-company-llc-4564458403,172181.09,MD,5000 College Ave Ste 3102,College Park,20740-3809,541330,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,NA,5,2021-02-06,"Readycap Lending, LLC",MD-05,NA,NA,NA,4564458403,353,PPS,Exemption 4,60,100,172181.09,172181.09,0,NA,499141,"Readycap Lending, LLC",200 Connell Drive Suite 4000,BERKELEY HEIGHTS,NJ,07922,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3809,1,172179.09,NA,NA,NA,NA,NA,BERKELEY HEIGHTS,NJ,NA,499141,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
99505754,ENES DISTRIBUTION LLC,enes-distribution-llc-3706388702,20833,MD,9232 Saint Andrews Pl,College Park,20740-3937,111199,Single Member LLC,Asian,Male Owned,Non-Veteran,NA,1,2021-03-31,"Capital One, National Association",MD-05,NA,NA,NA,3706388702,353,PPP,Exemption 4,60,100,20833,20833,0,NA,28811,"Capital One, National Association",1680 Capital One Dr,MCLEAN,VA,22102-3407,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-3937,1,20829,NA,NA,NA,NA,NA,MCLEAN,VA,NA,28811,NA,Y,NA,NA,NA,Not Hispanic or Latino,NA,NA
99617627,PATRICK SHERIDAN,patrick-sheridan-8222758103,1335,MD,5210 Iroquois St.,College Park,20740-1735,485310,Independent Contractors,Unanswered,Unanswered,Unanswered,NA,1,2020-07-25,"Kabbage, Inc.",MD-05,NA,NA,NA,8222758103,353,PPP,Exemption 4,60,100,1335,1335,0,NA,529113,"Kabbage, Inc.",925B Peachtree Street NE Suite 1688,Atlanta,GA,30309,U,N,Existing or more than 2 years old,College Park,PRINCE GEORGES,MD,20740-1735,NA,1335,NA,NA,NA,NA,NA,Atlanta,GA,NA,529113,NA,N,NA,NA,NA,Unknown/NotStated,NA,NA
